게임 이름,플랫폼 이름,이미지,원가,할인율,할인가,장르,연령 등급,유저 평점,유저 리뷰,사이트 URL
Dave the Diver: Ichiban’s Holiday DAVE & ICHIBAN BUNDLE,Steam,https://image.directg.net/upload/product/goods_1747624432_simg.jpg,"\28,600",11%,"\25,500",어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005428
Sandwalkers,Steam,https://image.directg.net/upload/product/goods_1744159378_simg.jpg,"\25,000",9%,"\22,800",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004754
Eiyuden Chronicle: Hundred Heroes - Story Expansion: The Chapter of Markus,Steam,https://image.directg.net/upload/product/goods_1743729112_simg.jpg,"\8,900",할인 없음,"\8,900",롤플레잉,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005353
The Last of Us Part II Remastered,Steam,https://image.directg.net/upload/product/goods_1738297133_simg.jpg,"\52,800",6%,"\49,800",액션/어드벤쳐,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005209
Dead by Daylight - Tokyo Ghoul,Steam,https://image.directg.net/upload/product/goods_1753338595_simg.jpg,"\5,500",할인 없음,"\5,500",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005613
Age of Wonders 4: Giant Kings,Steam,https://image.directg.net/upload/product/goods_1743413298_simg.jpg,"\28,000",11%,"\25,000",전략,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50005348
Victoria 3: Expansion Pass 2,Steam,https://image.directg.net/upload/product/goods_1743470479_simg.jpg,"\39,600",25%,"\29,800",전략,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50005349
Rain World: The Watcher,Steam,https://image.directg.net/upload/product/goods_1743388191_simg.jpg,"\16,500",12%,"\14,500",어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005347
The First Berserker: Khazan,Steam,https://image.directg.net/upload/product/goods_1750987266_simg.jpg,"\64,800",할인 없음,"\64,800",액션/어드벤쳐,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005159
The First Berserker: Khazan Deluxe Edition,Steam,https://image.directg.net/upload/product/goods_1750987276_simg.jpg,"\77,800",할인 없음,"\77,800",액션/어드벤쳐,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005160
Grit and Valor - 1949,Steam,https://image.directg.net/upload/product/goods_1742965780_simg.jpg,"\21,500",할인 없음,"\21,500",액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50005341
KARMA: The Dark World,Steam,https://image.directg.net/upload/product/goods_1748227378_simg.jpg,"\27,000",10%,"\24,300",어드벤쳐,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005436
Guidus Zero,Steam,https://image.directg.net/upload/product/goods_1742974400_simg.jpg,"\16,500",4%,"\15,800",액션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50005340
Cities: Skylines - Content Creator Pack: Countryside,Steam,https://image.directg.net/upload/product/goods_1742865234_simg.jpg,"\7,000",11%,"\6,200",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50005333
Cities: Skylines - Content Creator Pack: Emerging Downtown,Steam,https://image.directg.net/upload/product/goods_1742865385_simg.jpg,"\7,000",11%,"\6,200",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50005334
Cities: Skylines - Harvest Harmony,Steam,https://image.directg.net/upload/product/goods_1742865477_simg.jpg,"\4,500",9%,"\4,100",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50005335
Cities: Skylines: Downtown to Countryside Bundle,Steam,https://image.directg.net/upload/product/goods_1742887126_simg.jpg,"\15,700",11%,"\14,000",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50005336
Empires of the Undergrowth - Exploding Ants,Steam,https://image.directg.net/upload/product/goods_1742867666_simg.jpg,"\4,900",할인 없음,"\4,900",전략/시뮬레이션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005339
Stellaris: Season 09 - Expansion Pass,Steam,https://image.directg.net/upload/product/goods_1742866704_simg.jpg,"\50,000",10%,"\45,000",전략,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50005338
Dark Deity 2,Steam,https://image.directg.net/upload/product/goods_1743129611_simg.jpg,"\27,000",11%,"\24,000",전략/시뮬레이션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005346
Cataclismo,Steam,https://image.directg.net/upload/product/goods_1742807292_simg.jpg,"\29,900",할인 없음,"\29,900",전략/시뮬레이션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005332
Cities: Skylines II - Atmospheric Piano Channel,Steam,https://image.directg.net/upload/product/goods_1742194598_simg.jpg,"\5,600",11%,"\5,000",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50005316
Cities: Skylines II - Jade Road Radio,Steam,https://image.directg.net/upload/product/goods_1742194983_simg.jpg,"\5,600",11%,"\5,000",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50005317
Cities: Skylines II - Feelgood Funk Radio,Steam,https://image.directg.net/upload/product/goods_1742196346_simg.jpg,"\5,600",11%,"\5,000",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50005318
Cities: Skylines II - Creator Pack: Dragon Gate,Steam,https://image.directg.net/upload/product/goods_1742196975_simg.jpg,"\9,000",6%,"\8,500",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50005319
Cities: Skylines II - Creator Pack: Mediterranean Heritage,Steam,https://image.directg.net/upload/product/goods_1742197397_simg.jpg,"\9,000",6%,"\8,500",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50005320
Cities: Skylines II - Creator Pack: Leisure Venues,Steam,https://image.directg.net/upload/product/goods_1742197646_simg.jpg,"\9,000",6%,"\8,500",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50005321
Cities: Skylines II - Leisure & Legacy Bundle,Steam,https://image.directg.net/upload/product/goods_1742289654_simg.jpg,"\28,000",11%,"\25,000",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50005325
WWE 2K25,Steam,https://image.directg.net/upload/product/goods_1738566532_simg.jpg,"\69,800",14%,"\59,800",스포츠,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50005210
WWE 2K25 Deadman Edition,Steam,https://image.directg.net/upload/product/goods_1738567053_simg.jpg,"\118,900",16%,"\99,800",스포츠,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50005211
WWE 2K25 The Bloodline Edition,Steam,https://image.directg.net/upload/product/goods_1738567446_simg.jpg,"\149,800",16%,"\125,800",스포츠,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50005212
Eiyuden Chronicle: Hundred Heroes - Story Expansion: The Chapter of Seign,Steam,https://image.directg.net/upload/product/goods_1741922876_simg.jpg,"\8,900",할인 없음,"\8,900",롤플레잉,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005315
Dying Light: Definitive 10th Anniversary Edition,Steam,https://image.directg.net/upload/product/goods_1753666146_simg.jpg,"\54,800",9%,"\49,800",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50003156
Crusader Kings III: Chapter IV,Steam,https://image.directg.net/upload/product/goods_1741842590_simg.jpg,"\48,800",10%,"\44,000",전략,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005311
MainFrames,Steam,https://image.directg.net/upload/product/goods_1741239172_simg.jpg,"\14,500",9%,"\13,200",어드벤쳐,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50005297
Dragonkin: The Banished,Steam,https://image.directg.net/upload/product/goods_1741680901_simg.jpg,"\27,000",15%,"\23,000",액션/RPG,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50005288
Tropico 6 - Return to Nature,Steam,https://image.directg.net/upload/product/goods_1741075018_simg.jpg,"\15,300",14%,"\13,200",시뮬레이션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50005292
Two Point Museum,Steam,https://image.directg.net/upload/product/goods_1727320940_simg.jpg,"\38,000",11%,"\34,000",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004943
Two Point Museum Explorer Edition,Steam,https://image.directg.net/upload/product/goods_1727329101_simg.jpg,"\49,800",12%,"\44,000",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004944
Hearts of Iron IV: Graveyard of Empires,Steam,https://image.directg.net/upload/product/goods_1740710288_simg.jpg,"\17,000",9%,"\15,400",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005290
Old World - Wrath of Gods,Steam,https://image.directg.net/upload/product/goods_1740386510_simg.jpg,"\9,900",할인 없음,"\9,900",전략/시뮬레이션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005262
Monster Hunter Wilds,Steam,https://image.directg.net/upload/product/goods_1741058698_simg.jpg,"\84,800",38%,"\52,800",액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50005291
Monster Hunter Wilds Deluxe Pack,Steam,https://image.directg.net/upload/product/goods_1747014747_simg.jpg,가격 정보 없음,할인 없음,가격 정보 없음,액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50005408
Monster Hunter Wilds - Blossomdance DLC Pack,Steam,https://image.directg.net/upload/product/goods_1747015385_simg.jpg,"\18,100",15%,"\15,400",액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50005409
PGA TOUR 2K25,Steam,https://image.directg.net/upload/product/goods_1737689162_simg.jpg,"\83,000",16%,"\69,800",스포츠,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005197
PGA TOUR 2K25 Deluxe Edition,Steam,https://image.directg.net/upload/product/goods_1737689361_simg.jpg,"\118,900",16%,"\99,800",스포츠,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005198
PGA TOUR 2K25 Legend Edition,Steam,https://image.directg.net/upload/product/goods_1737689668_simg.jpg,"\137,800",16%,"\115,800",스포츠,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005199
Monster Hunter Wilds Premium Deluxe Edition,Steam,https://image.directg.net/upload/product/goods_1727685162_simg.jpg,"\133,200",9%,"\121,000",액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004959
Monster Hunter Wilds Deluxe Edition,Steam,https://image.directg.net/upload/product/goods_1740461628_simg.jpg,"\109,000",9%,"\99,000",액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50005267
Eiyuden Chronicle: Hundred Heroes - Story Expansion: The Chapter of Marisa,Steam,https://image.directg.net/upload/product/goods_1740648922_simg.jpg,"\8,900",할인 없음,"\8,900",롤플레잉,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005289
Granblue Fantasy Versus: Rising - Character Costume: The Black Butterfly (Narmaya),Steam,https://image.directg.net/upload/product/goods_1749532300_simg.jpg,"\5,800",14%,"\5,000",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005465
Granblue Fantasy Versus: Rising - Character Costume: Conqueror's Carapace (Beelzebub),Steam,https://image.directg.net/upload/product/goods_1749532403_simg.jpg,"\5,800",14%,"\5,000",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005466
Granblue Fantasy Versus: Rising - Character Costume: Crimson Bomber (Zeta),Steam,https://image.directg.net/upload/product/goods_1749532509_simg.jpg,"\5,800",14%,"\5,000",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005467
Granblue Fantasy Versus: Rising - Character Pass 2,Steam,https://image.directg.net/upload/product/goods_1749532817_simg.jpg,"\26,800",11%,"\23,800",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005469
Granblue Fantasy Versus: Rising - Color Set: Battle Pass Pack 1,Steam,https://image.directg.net/upload/product/goods_1749533041_simg.jpg,"\1,200",8%,"\1,100",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005470
Granblue Fantasy Versus: Rising - Color Set: Battle Pass Pack 2,Steam,https://image.directg.net/upload/product/goods_1749533200_simg.jpg,"\1,200",8%,"\1,100",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005471
Granblue Fantasy Versus: Rising - Color Set 5,Steam,https://image.directg.net/upload/product/goods_1749533318_simg.jpg,"\1,200",8%,"\1,100",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005472
Granblue Fantasy Versus: Rising - Color Set 6,Steam,https://image.directg.net/upload/product/goods_1749533428_simg.jpg,"\1,200",8%,"\1,100",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005473
Granblue Fantasy Versus: Rising - Additional Character Set (Sandalphon),Steam,https://image.directg.net/upload/product/goods_1749537010_simg.jpg,"\9,500",11%,"\8,500",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005474
Granblue Fantasy Versus: Rising - Deluxe Character Pass 2,Steam,https://image.directg.net/upload/product/goods_1749537278_simg.jpg,"\42,800",12%,"\37,800",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005475
Granblue Fantasy Versus: Rising - Figure Studio Set 1,Steam,https://image.directg.net/upload/product/goods_1749537453_simg.jpg,"\22,800",13%,"\19,800",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005476
Granblue Fantasy Versus: Rising - Figure Studio Set 2,Steam,https://image.directg.net/upload/product/goods_1749537535_simg.jpg,"\15,600",12%,"\13,800",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005477
Granblue Fantasy Versus: Rising - Weapon Skin Set: Battle Pass Pack 1,Steam,https://image.directg.net/upload/product/goods_1749537621_simg.jpg,"\3,500",14%,"\3,000",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005478
Granblue Fantasy Versus: Rising - Weapon Skin Set: Battle Pass Pack 2,Steam,https://image.directg.net/upload/product/goods_1749537712_simg.jpg,"\4,700",15%,"\4,000",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005479
Granblue Fantasy Versus: Rising - Premium Avatar Set (Pop Team Epic),Steam,https://image.directg.net/upload/product/goods_1749537819_simg.jpg,"\6,800",13%,"\5,900",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005480
Granblue Fantasy Versus: Rising - System Voice Set 3,Steam,https://image.directg.net/upload/product/goods_1749537945_simg.jpg,"\10,800",8%,"\9,900",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005481
Railway Empire 2 - Bella Italia,Steam,https://image.directg.net/upload/product/goods_1740359290_simg.jpg,"\12,900",할인 없음,"\12,900",시뮬레이션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50005256
Crusader Kings III Content Creator Pack: Medieval Monuments,Steam,https://image.directg.net/upload/product/goods_1740361077_simg.jpg,"\5,600",11%,"\5,000",전략,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005257
Crusader Kings III Content Creator Pack: Arctic Attire,Steam,https://image.directg.net/upload/product/goods_1740361312_simg.jpg,"\5,600",11%,"\5,000",전략,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005258
