이름,링크,이미지,할인률,할인가,정가,DRM
Clash: Artifacts of Chaos,https://www.greenmangaming.com/games/clash-artifacts-of-chaos-pc/,https://images.greenmangaming.com/0bb87448a94348049e10a2f8288b00fe/8de874974e39494188d126994e78746f.jpg,-88%,"₩3,900","₩32,000",Steam
The Walking Dead Onslaught Deluxe Edition,https://www.greenmangaming.com/games/the-walking-dead-onslaught-deluxe-edition-pc/,https://images.greenmangaming.com/77cdc5e584bc4e0cb1afc98c9fddc99b/a5300d7e905c4766bcd262e3b39ac6a1.jpg,-87%,"₩5,300","₩41,000",Steam
Tomb Raider Game of the Year,https://www.greenmangaming.com/games/tomb-raider-game-of-the-year/,https://images.greenmangaming.com/b9e35e3f72d2410f95d08987be215ff3/1325aca4b03948f28e6b2cedfeb41ec1.jpg,-86%,"₩3,000","₩21,800",Steam
Touhou Spell Carnival Deluxe Edition,https://www.greenmangaming.com/games/touhou-spell-carnival-deluxe-edition-pc/,https://images.greenmangaming.com/ce275c255a674b148e9e86e3abcab4df/31c724bf8970467b8d54924f424b9196.jpg,-60%,"₩29,400","₩73,500",Steam
LEGO® DC Super-Villains,https://www.greenmangaming.com/games/lego-dc-super-villains-pc/,https://images.greenmangaming.com/a5279fcce3ab48669aecc2cb7a562d84/301a76d68ea64408a14217b542e38d88.jpg,-88%,"₩5,300","₩43,900",Steam
Gal*Gun Returns,https://www.greenmangaming.com/games/galgun-returns-pc/,https://images.greenmangaming.com/45f29e43065a47608ba59043f818bdaa/8449bb3ef15f4eec8f14165e7a34c9af.jpg,-87%,"₩7,400","₩58,000",Steam
Mafia: Definitive Edition,https://www.greenmangaming.com/games/mafia-definitive-edition-pc/,https://images.greenmangaming.com/206b864082a74f87aa49115db60b7304/1fab241a63a84e08b41b4a48c45cdfd4.jpg,0%,"₩45,000","₩45,000",Steam
Ad Infinitum,https://www.greenmangaming.com/games/ad-infinitum-pc/,https://images.greenmangaming.com/bd1cc189fc974c47957615e7d24705ca/7302a13d297a492baf3d35885ca260c9.jpg,-88%,"₩4,600","₩37,500",Steam
MudRunner - American Wilds Edition,https://www.greenmangaming.com/games/spintires-mudrunner-american-wilds-edition/,https://images.greenmangaming.com/80e65c6530f449b4b7de09588c330214/58c497f807ae466b9c48b0a55ce98638.jpg,-80%,"₩7,600","₩37,900",Steam
Darksiders Blades & Whip Franchise Pack,https://www.greenmangaming.com/games/darksiders-blades-whip-franchise-pack-pc/,https://images.greenmangaming.com/23bc60c4efaa4e10aee15e1abbd8f44b/8064053a37c04c2c9cadda39058ee60d.jpg,-80%,"₩16,200","₩80,600",Steam
Vampyr,https://www.greenmangaming.com/games/vampyr/,https://images.greenmangaming.com/176032f30fb742fab51b7e6aba1b9a1a/67bf652b948545d5b6094cbd8fb10895.jpg,-80%,"₩12,100","₩60,500",Steam
Creed: Rise to Glory,https://www.greenmangaming.com/games/creed-rise-to-glory-pc/,https://images.greenmangaming.com/ac13eee0c6b84fe4acfb8e3c4e3ef10d/9d971fc9eec8445497dde30e081e3228.jpg,-87%,"₩4,000","₩31,000",Steam
Touhou Spell Carnival,https://www.greenmangaming.com/games/touhou-spell-carnival-pc/,https://images.greenmangaming.com/20cf09339c484ae0b5883e9d0857038e/12aec35965ed4ab09270ea8c45cc600d.jpg,-60%,"₩21,200","₩53,000",Steam
Ad Infinitum - Supporter Edition,https://www.greenmangaming.com/games/ad-infinitum-supporter-edition-pc/,https://images.greenmangaming.com/8de955c254f647c0b1dabd4bc66a0aca/774bdf0fe2084c5da6adcf7a7888c408.jpg,-88%,"₩5,100","₩42,000",Steam
Alan Wake Remastered,https://www.greenmangaming.com/games/alan-wake-remastered-epic-pc/,https://images.greenmangaming.com/a267a24ab4324086aade93753bb68a5c/d8bbc9cd43544dcfa4cd10214d1f8cd2.jpg,-85%,"₩4,500","₩30,000",Epic Games
THIEF,https://www.greenmangaming.com/games/thief/,https://images.greenmangaming.com/c8e044f5a60641baabeec187095f225b/fafbd028633a4b8fb4e6b8fb52b95c6d.jpg,-87%,"₩2,800","₩22,000",Steam
Neptunia Virtual Stars,https://www.greenmangaming.com/games/neptunia-virtual-stars-pc/,https://images.greenmangaming.com/db0306b8c99f4b32a8fea61345024bb1/7c4a1313242548059f0bf3b629f354ed.jpg,-85%,"₩6,200","₩41,000",Steam
Dark Rose Valkyrie,https://www.greenmangaming.com/games/dark-rose-valkyrie-pc/,https://images.greenmangaming.com/2c91020db1df48a2ada4ba4b305b5311/91e71b779941422d9f77c17c6f9afc47.jpg,-85%,"₩3,100","₩20,500",Steam
TT Isle of Man: Ride On The Edge 2,https://www.greenmangaming.com/games/tt-isle-of-man-ride-on-the-edge-2-pc/,https://images.greenmangaming.com/57e851cee447468896a2b5e2006e3808/412d2a239de642a8931bfbb0e06db5e8.jpg,-88%,"₩3,800","₩31,000",Steam
The Evil Within 2,https://www.greenmangaming.com/games/the-evil-within-2-pc/,https://images.greenmangaming.com/2988073fbd184d1e867836c04bcca2ee/5844f74a2d8e4dc1964b96d5fcf9aa3b.jpg,-82%,"₩7,900","₩44,500",Steam
LARA CROFT® AND THE TEMPLE OF OSIRIS™,https://www.greenmangaming.com/games/lara-croft-and-the-temple-of-osiris/,https://images.greenmangaming.com/0379ca571ab447319894d4ee6101f135/be9be581c9004317bd0686f73efed7b4.jpg,-86%,"₩3,000","₩22,000",Steam
LEGO Marvel Superheroes,https://www.greenmangaming.com/games/lego-marvel-superheroes-pc/,https://images.greenmangaming.com/1b0d95bae8ac452f9d64eb5ffc69ccfd/37d62f7795ea43808bcba085e2da1adb.jpg,-84%,"₩3,400","₩21,000",Steam
Sniper Elite 4 Season Pass,https://www.greenmangaming.com/games/sniper-elite-4-season-pass/,https://images.greenmangaming.com/f5241f649db64982987029e855abb058/ccc0d879398b4c75ab426cf37c0aa963.jpg,-87%,"₩4,700","₩37,500",Steam
Space Hulk: Tactics,https://www.greenmangaming.com/games/space-hulk-tactics-pc/,https://images.greenmangaming.com/17df4ce47eca4f45bee31536ddc13d39/bfdf2a6365fe4efa8fbf925f02282efc.jpg,-85%,"₩3,500","₩22,700",Steam
The Walking Dead Onslaught,https://www.greenmangaming.com/games/the-walking-dead-onslaught-pc/,https://images.greenmangaming.com/14f5cca0496749f89b005f44faad40e4/ec6bf8bddcc54c75b2caf111bde2522f.jpg,-87%,"₩4,000","₩31,000",Steam
Batman Arkham City: Game of the Year,https://www.greenmangaming.com/games/batman-arkham-city-game-of-the-year/,https://images.greenmangaming.com/6b9144078fdb4e8e9987021eb72b2b9d/1a39ef8c5f2042ada8c0f7e01c1f43db.jpg,-84%,"₩3,400","₩21,000",Steam
Othercide,https://www.greenmangaming.com/games/othercide-pc/,https://images.greenmangaming.com/08352f98f2814f419c613f32ad0bfbcc/6dece73d0ce1430fa52b6997f134c9ef.jpg,-85%,"₩6,900","₩45,400",Steam
Dragon Star Varnir,https://www.greenmangaming.com/games/dragon-star-varnir-pc/,https://images.greenmangaming.com/90048c0cb3634f9f9d974fba7d47cab5/0eaf027212ad48fe8dc0a23ced4ff0ca.jpg,-85%,"₩6,200","₩41,000",Steam
Children of Morta,https://www.greenmangaming.com/games/children-of-morta-pc/,https://images.greenmangaming.com/865de212db05403883a3c437a7839d0e/256558c6ce9340d1a9cba67b88390b49.jpg,-87%,"₩3,400","₩26,000",Steam
The Elder Scrolls III: Morrowind Game of The Year Edition,https://www.greenmangaming.com/games/the-elder-scrolls-iii-morrowind-game-of-the-year-edition-pc/,https://images.greenmangaming.com/dd14cd8de64841db8621f280b8fe788c/9ad3f12aad6a44df825c956f316b7740.jpg,-64%,"₩6,200","₩17,300",Steam
Lords of Magic: Special Edition,https://www.greenmangaming.com/games/lords-of-magic-special-edition/,https://images.greenmangaming.com/5bb4e57eb5fa43df98dee3884360e02f/4c3aa6c012674294a712aa0cd9782080.jpg,-88%,₩700,"₩5,600",Steam
Sniper Elite: Nazi Zombie Army 2,https://www.greenmangaming.com/games/sniper-elite-nazi-zombie-army-2/,https://images.greenmangaming.com/cf32ea10b83a474fb902132c353814ea/2c470577e9914d6cb344b5757658b05c.jpg,-87%,"₩2,100","₩16,500",Steam
Batman: Arkham Knight,https://www.greenmangaming.com/games/batman-arkham-knight/,https://images.greenmangaming.com/709ecff8f9c6481eb8b7fe9fff825cec/e2850bb3657b4c708b43a762537abcdd.jpg,-84%,"₩3,400","₩21,000",Steam
Battlefleet Gothic Armada,https://www.greenmangaming.com/games/battlefleet-gothic-armada/,https://images.greenmangaming.com/e37685b1fc6b4fb0918e66ac513d3341/02c30d789d7e40a2b86de50c65ebc37d.jpg,-85%,"₩3,500","₩22,700",Steam
Warhammer Age of Sigmar: Storm Ground,https://www.greenmangaming.com/games/warhammer-age-of-sigmar-storm-ground-pc/,https://images.greenmangaming.com/5647cf9478f64e0f8ec535c4acb8a7d9/c26a39621fba4fe8985bccc5259caf0a.jpg,-85%,"₩4,600","₩30,300",Steam
Lords of the Realm III,https://www.greenmangaming.com/games/lords-of-the-realm-iii-pc/,https://images.greenmangaming.com/3827dacf7d01411caa8608f769c339be/dee5fcdf6d904c73ba674cc1d2f662a6.jpg,-88%,₩700,"₩5,600",Steam
Tennis World Tour 2,https://www.greenmangaming.com/games/tennis-world-tour-2-pc/,https://images.greenmangaming.com/33401544399d44dd9c766f1ff2c8952b/4b0ce1ceac8249fc9a9cadc28ba54f3e.jpg,-88%,"₩5,600","₩46,000",Steam
Sniper Elite: Nazi Zombie Army,https://www.greenmangaming.com/games/sniper-elite-nazi-zombie-army/,https://images.greenmangaming.com/9a232d136e524899b7fc265c07e2370d/8ae9e99a853343bea72c5f6a2c9b4cf1.jpg,-87%,"₩2,100","₩16,500",Steam
Shiness: The Lightning Kingdom,https://www.greenmangaming.com/games/shiness-the-lightning-kingdom-2/,https://images.greenmangaming.com/6b5c7ebdc1e34a199d87662cde90efad/3aaeb31a0c86443da250332d5c17c35d.jpg,-85%,"₩2,300","₩15,200",Steam
Assassin's Creed® Shadows,https://www.greenmangaming.com/games/assassins-creed-shadows-pc/,https://images.greenmangaming.com/2d62f544aa604fb9bbfca2b9299fc54e/bacb94dc1a16469ba950f79ef1e39d5f.jpg,-10%,"₩71,100","₩79,000",Uplay
POSTAL Redux,https://www.greenmangaming.com/games/postal-redux-pc/,https://images.greenmangaming.com/b69cd400a65f4a4f9d83cd9246a406b3/77d22157a6c7442ba1b539bc66f405c2.jpg,-87%,"₩1,300","₩9,900",Steam
Ziggurat,https://www.greenmangaming.com/games/ziggurat-pc/,https://images.greenmangaming.com/0f1704e7e3f3416995535840fd10ff1e/771667f3e4514b188760a8e92089d81a.jpg,-87%,"₩2,200","₩16,500",Steam
R.A.W: Realms of Ancient War,https://www.greenmangaming.com/games/raw-realms-of-ancient-war/,https://images.greenmangaming.com/265f63668dfb4de490daa420223c2953/0ec4792800aa4d8199ee2c3861fdac9b.jpg,-84%,"₩1,200","₩7,600",Steam
Masters of Anima,https://www.greenmangaming.com/games/masters-of-anima-pc/,https://images.greenmangaming.com/2acc346f3cb84b8f98b31933dd5b9fbc/4b5324b3e90249f4b6823fe8c2f769b1.jpg,-85%,"₩1,600","₩10,600",Steam
Tomb Raider Definitive Survivor Trilogy,https://www.greenmangaming.com/games/tomb-raider-definitive-survivor-trilogy-pc/,https://images.greenmangaming.com/163bfe61b821426a96ac80178a78ef5e/0c7cbdbb92b04a3fb9023f0d3620e61a.jpg,-78%,"₩12,300","₩55,600",Steam
Batman: Arkham Origins Blackgate - Deluxe Edition,https://www.greenmangaming.com/games/batman-arkham-origins-blackgate-deluxe-edition/,https://images.greenmangaming.com/2cf9b8de856a412f90d9dba67bb4b6d1/7e4b0678a4294c349c17ef5cf60e33c4.jpg,-84%,"₩3,400","₩21,000",Steam
Seasons after Fall,https://www.greenmangaming.com/games/seasons-after-fall/,https://images.greenmangaming.com/05cde74c06bb41faa35f3ffb1ba962bd/0bb9b12eee4f419caa03b8f31fd35a41.jpg,-85%,"₩2,300","₩15,200",Steam
This War of Mine: Stories - Season Pass,https://www.greenmangaming.com/games/this-war-of-mine-stories-season-pass/,https://images.greenmangaming.com/9a1993e69d374deda69f205ff00f5053/93e103a29a6f452e9d79e1c0d362196a.jpg,-86%,"₩1,100","₩7,800",Steam
Dishonored: Death of the Outsider,https://www.greenmangaming.com/games/dishonored-death-of-the-outsider-pc/,https://images.greenmangaming.com/375fab3b1c5d479ebd6d367863e8c2c4/4d4b0a4e85eb44d6b8d2abd0338ed3ac.jpg,-82%,"₩5,900","₩33,500",Steam
The Technomancer,https://www.greenmangaming.com/games/technomancer/,https://images.greenmangaming.com/d2648bd0a6e941f1990ff30bc508558e/051a4bb63d844442a22ffced005fe18c.jpg,-85%,"₩2,300","₩15,200",Steam
XIII - Classic,https://www.greenmangaming.com/games/xiii-classic-pc/,https://images.greenmangaming.com/747193bc3b994126817bd6b3f0e8bac1/3c7632d71f1744a6a1177c6dba7da27f.jpg,-85%,"₩2,300","₩15,000",Steam
Shadow of the Tomb Raider Definitive Edition,https://www.greenmangaming.com/games/shadow-of-the-tomb-raider-definitive-edition-pc/,https://images.greenmangaming.com/d5bd7be8e5d84f25b01c43ecc3b16c77/c6f4b77bcc94478696e411e85d10c105.jpg,-82%,"₩7,800","₩44,000",Steam
Space Crew: Legendary Edition,https://www.greenmangaming.com/games/space-crew-pc/,https://images.greenmangaming.com/70e50be67d0b4109a9d3c2b74cf2f2c7/a8674b091741445a8a55f1358a43bb06.jpg,-85%,"₩4,200","₩28,000",Steam
LEGO® Jurassic World™,https://www.greenmangaming.com/games/lego-jurassic-world/,https://images.greenmangaming.com/2bea0a9d1ec54c5fb58f1f027290080e/0c11bce764794163b486ec34db3d201e.jpg,-84%,"₩3,400","₩21,000",Steam
Street Power Football,https://www.greenmangaming.com/games/street-power-football-pc/,https://images.greenmangaming.com/21e3163b46c74c60b49951428ee246f3/7298359600284f2ebace7608906fb8ea.jpg,-88%,"₩3,800","₩31,000",Steam
Bomber Crew,https://www.greenmangaming.com/games/bomber-crew-pc/,https://images.greenmangaming.com/3d5d1016a94a40179945de17e93a081f/e49b0653cec1492eae414f67279682fe.jpg,-87%,"₩2,200","₩16,500",Steam
Stealth Bastard Deluxe,https://www.greenmangaming.com/games/stealth-bastard-deluxe/,https://images.greenmangaming.com/fa3fbbde45184cfd8695a5c38e752f8e/a388360f174242e88c7c02fbd0e3b380.jpg,-87%,"₩1,400","₩10,500",Steam
Fell Seal: Arbiter's Mark + Missions and Monsters DLC,https://www.greenmangaming.com/games/fell-seal-arbiters-mark-missions-and-monsters-dlc-pc/,https://images.greenmangaming.com/ccc01dea9cdd4973ab349c2111bba9a6/93ba1b4fc11c4fba94f89dcb161397f4.jpg,-85%,"₩6,300","₩41,900",Steam
The Next Big Thing,https://www.greenmangaming.com/games/the-next-big-thing/,https://images.greenmangaming.com/8e92453e9b154c0d8730b2d3d6f552d8/f049470416364a788da1aa62eb09b838.jpg,-84%,"₩1,200","₩7,600",Steam
Space Run,https://www.greenmangaming.com/games/space-run/,https://images.greenmangaming.com/53a0ddf6ffda45cd872254be579d5931/056acd2e2fbf474d9c98169a77d50daa.jpg,-84%,"₩1,200","₩7,600",Steam
Iron Fisticle,https://www.greenmangaming.com/games/iron-fisticle/,https://images.greenmangaming.com/22bf1b21f5f4497f8e87a559c32bdba3/7bb806d8ea634f1fa99ec4dcda7b4706.jpg,-86%,"₩1,300","₩9,500",Steam
Runaway: A Twist of Fate,https://www.greenmangaming.com/games/runaway-a-twist-of-fate/,https://images.greenmangaming.com/1fca701a40a446f782fd7f484df48f47/ddb388423b5e442ab390b4c1fd486f37.jpg,-84%,"₩1,200","₩7,600",Steam
Aeon must Die!,https://www.greenmangaming.com/games/aeon-must-die-pc/,https://images.greenmangaming.com/e9baca7e7b2e484795995048ebc1dd9f/c9e3d34a98e34bf8a371ca78fa88d841.jpg,-85%,"₩4,600","₩30,300",Steam
Explodemon!,https://www.greenmangaming.com/games/explodemon/,https://images.greenmangaming.com/a5c3656425634feab323a149ac240163/d147c127c4bb42e893b0cd2596bea6fe.jpg,-86%,"₩1,300","₩9,500",Steam
ITTA,https://www.greenmangaming.com/games/itta-pc/,https://images.greenmangaming.com/4245904d93cb44e89e3785888a3f8f3f/d265af485e75436583a26234baca1afb.jpg,-85%,"₩2,500","₩16,500",Steam
Godfall Ultimate Edition,https://www.greenmangaming.com/games/godfall-ultimate-edition-pc/,https://images.greenmangaming.com/932c18d608f24fd7b45a476e05cf27e1/8e2d9fc2fa2c4f52bde973d8eb290291.jpg,-77%,"₩9,300","₩41,000",Steam
Exoprimal,https://www.greenmangaming.com/games/exoprimal-pc/,https://images.greenmangaming.com/1cfcb838b2524c72a59fb896537c6bd6/3f56f724b1124a0096990fefe1fdf55e.jpg,-86%,"₩10,800","₩74,800",Steam
Tiny Tina's Wonderlands: Season Pass,https://www.greenmangaming.com/games/tiny-tinas-wonderlands-season-pass-steam-pc/,https://images.greenmangaming.com/0e2aa182ec2c4fc49019a6cd3398c231/6d3cdb47ea64478bb8f12efc27a438af.jpg,-82%,"₩6,200","₩34,000",Steam
Serment - Contract with a Devil,https://www.greenmangaming.com/games/serment-contract-with-a-devil-pc/,https://images.greenmangaming.com/077950b1feb74d05b3f83ef98f7f1ae4/8b0ccf0a3bba4588affa42e95280660a.jpg,-87%,"₩2,200","₩16,500",Steam
Pix the Cat,https://www.greenmangaming.com/games/pix-the-cat/,https://images.greenmangaming.com/658bb071b6e94844a7eff33dda5a1ea6/98f7e3ead8fc4c47afccbac4cfad5ab7.jpg,-84%,"₩1,200","₩7,600",Steam
Interplanetary: Enhanced Edition,https://www.greenmangaming.com/games/interplanetary-enhanced-edition/,https://images.greenmangaming.com/0fd1c83623d74c41a7ed50bf104f1f1c/883d7ad0819b499bb89fc548b7e1d353.jpg,-86%,"₩2,200","₩16,000",Steam
Remnant: From the Ashes - Complete Edition,https://www.greenmangaming.com/games/remnant-from-the-ashes-complete-edition-pc/,https://images.greenmangaming.com/85bb12f09ccc4d75b361232229399008/83de16cc2ad3487386c5983e47cd8163.jpg,-79%,"₩11,000","₩51,500",Steam
Blacksad: Under the Skin,https://www.greenmangaming.com/games/blacksad-under-the-skin-pc/,https://images.greenmangaming.com/afa259e57e7e48fbae2f7dd972cc9378/0591630ec7c741eeb643c13cc1a7687a.jpg,-85%,"₩3,800","₩25,000",Steam
Rotastic,https://www.greenmangaming.com/games/rotastic/,https://images.greenmangaming.com/b1306c0198894b90a72d43ced313c2c2/138d3eea0e2340af9163a390cca9e11f.jpg,-84%,"₩1,200","₩7,600",Steam
Etherium,https://www.greenmangaming.com/games/etherium/,https://images.greenmangaming.com/0ebcd243113e4dcaa262ac062b53c0d0/7ab2065273db47d7ba165fd2c4e3d20c.jpg,-85%,"₩2,300","₩15,200",Steam
LEGO Batman 2: DC Super Heroes,https://www.greenmangaming.com/games/lego-batman-2-dc-super-heroes/,https://images.greenmangaming.com/5772c2c1eeaa4b9080b7a7f6f35b74ca/abb7d73d3bcd403187d5ebf8b193edbc.jpg,-84%,"₩4,300","₩26,200",Steam
Lost Soul Aside™,https://www.greenmangaming.com/games/lost-soul-aside-pc/,https://images.greenmangaming.com/6c70e9da1f03447da23eb93ffc9f0c61/ab6ac8c5e3c54db8845fe86611f1169e.jpg,0%,"₩69,800","₩69,800",Steam
Legends of Eisenwald,https://www.greenmangaming.com/games/legends-of-eisenwald/,https://images.greenmangaming.com/030668571fd34499a562879a49a9c319/8d2c64e49bec45bda348258ca3cf21ac.jpg,-85%,"₩3,200","₩21,000",Steam
Evil Genius 2: World Domination,https://www.greenmangaming.com/games/evil-genius-2-world-domination-pc/,https://images.greenmangaming.com/789fe7f828304d34882523e6882d6e16/c0c9ff28f2c64f91b6df70251db9816c.jpg,-88%,"₩5,100","₩41,000",Steam
Morbid: The Seven Acolytes,https://www.greenmangaming.com/games/morbid-the-seven-acolytes-pc/,https://images.greenmangaming.com/4fc9101777bf441abcd49c5594dbcc1d/f6fb419e9b96415a8c9ee05f68efa4ca.jpg,-85%,"₩3,900","₩26,000",Steam
Warpips,https://www.greenmangaming.com/games/warpips-pc/,https://images.greenmangaming.com/b3701868387f41b88d2929003e238b19/d289f96a7def447aac5ba4735fcf6477.jpg,-85%,"₩3,000","₩20,000",Steam
Aces & Adventures,https://www.greenmangaming.com/games/aces-adventures-pc/,https://images.greenmangaming.com/b235eac0dbbb46278c89e88d35314dcc/d6c3808b60094d3a948c7f0ca7930acb.jpg,-85%,"₩3,200","₩21,500",Steam
Children of Morta: Complete Edition,https://www.greenmangaming.com/games/children-of-morta-complete-edition-pc/,https://images.greenmangaming.com/f6a7b35590f641eabe7b1ca3017857a2/caf9f9ad822d4342a7a6b9bdebcd400d.jpg,-81%,"₩5,700","₩30,400",Steam
Borderlands 2: Game of the Year Edition,https://www.greenmangaming.com/games/borderlands-2-game-of-the-year-edition/,https://images.greenmangaming.com/1011943e684a4b0b867d034131bc7640/34e7a080e19a4264a17041e7fb21b10d.jpg,-80%,"₩8,600","₩43,000",Steam
Smoke & Sacrifice,https://www.greenmangaming.com/games/smoke-sacrifice-pc/,https://images.greenmangaming.com/6dde4ade6f9e462e8614b75dbcd7c782/fdf68925fb434ee8863bc526d2927089.jpg,-87%,"₩2,700","₩20,500",Steam
Disco Elysium - The Final Cut,https://www.greenmangaming.com/games/disco-elysium-the-final-cut-pc/,https://images.greenmangaming.com/19dfeb03331d4e44841c2f11685bf51f/1ce916980c0648e9a53fe194771c891a.jpg,-75%,"₩10,300","₩41,000",Steam
Time Loader,https://www.greenmangaming.com/games/time-loader-pc/,https://images.greenmangaming.com/0d1551ea8c7a437db1f844706fb7c500/f21d5bc3481c4fcd8d314848982e346e.jpg,-84%,"₩1,400","₩8,900",Steam
Velocity Ultra,https://www.greenmangaming.com/games/velocity-ultra/,https://images.greenmangaming.com/d66661195b71429cbfb2b0279a3b0248/399c819397a9493c9f7dd404255a969d.jpg,-87%,"₩1,400","₩10,500",Steam
