이름,링크,이미지,할인률,할인가,정가,DRM
House Flipper VR,https://www.greenmangaming.com/games/house-flipper-vr-pc/,https://images.greenmangaming.com/8fcacd379690431bb02c5d01b89cabdf/107a40ffa34e49ad902e6f5e2063ccc2.jpg,-80%,"₩4,300","₩21,500",Steam
Dishonored,https://www.greenmangaming.com/games/dishonored-pc/,https://images.greenmangaming.com/fc02cbf580e5475ba2676ed74a33175f/3bc8e777336e4d4e9acec2a456de72c4.jpg,-78%,"₩2,600","₩11,600",Steam
Horse Tales: Emerald Valley Ranch - Deluxe Edition,https://www.greenmangaming.com/games/horse-tales-emerald-valley-ranch-deluxe-edition-pc/,https://images.greenmangaming.com/334e00eb0908410ba1f2d6e8fce14d9d/2a7648be354a4627b93aca456eabfc1d.jpg,-80%,"₩9,800","₩49,000",Steam
Dragon Star Varnir - DLC Bundle,https://www.greenmangaming.com/games/dragon-star-varnir-dlc-bundle-pc/,https://images.greenmangaming.com/ac340fa98a484f3caab0050b1833a221/57cfebaec36049ebb5d05fbec36fc9ca.jpg,-79%,"₩9,500","₩44,900",Steam
MX vs ATV Legends,https://www.greenmangaming.com/games/mx-vs-atv-legends-pc/,https://images.greenmangaming.com/d8b1052531ed46769e25efc0484d657b/90aa70c438e4434b950b28b2071d4dca.jpg,-75%,"₩10,300","₩41,000",Steam
Batora: Lost Haven,https://www.greenmangaming.com/games/batora-lost-haven-pc/,https://images.greenmangaming.com/7a4541e15cc2459abd77b52b992195de/775a9a461c92413abfa4c5fbe18e1bed.jpg,-82%,"₩5,100","₩27,800",Steam
Headbangers: Rhythm Royale,https://www.greenmangaming.com/games/headbangers-rhythm-royale-pc/,https://images.greenmangaming.com/86c823a2f1624a95b8cc0c5e2d7e3b20/23d76732725f4276a50b394d507fb90a.jpg,-82%,"₩4,100","₩22,500",Steam
Blood Knights,https://www.greenmangaming.com/games/blood-knights/,https://images.greenmangaming.com/afe0386210f24e4b9998f3e8517ba596/00192371c68446339949cdc268604820.jpg,-80%,"₩2,400","₩11,800",Steam
Neo ATLAS 1469,https://www.greenmangaming.com/games/neo-atlas-1469-pc/,https://images.greenmangaming.com/f88e557c5e914a5bb179b4b962328f65/ae094c9a67cc477e85d559331f6f057b.jpg,-80%,"₩6,400","₩32,000",Steam
Aegis of Earth: Protonovus Assault,https://www.greenmangaming.com/games/aegis-of-earth-protonovus-assault-pc/,https://images.greenmangaming.com/a232d7926d3149eb96742d42f75baf5a/c1cf937a2d584d5d8a6d117ef7dfc926.jpg,-83%,"₩3,600","₩21,000",Steam
Snow Moto Racing Freedom,https://www.greenmangaming.com/games/snow-moto-racing-freedom-pc/,https://images.greenmangaming.com/e0e289d565984f449b47c54db52bc83a/d9b119e6e4cf499eb69fe1801b23932b.jpg,-83%,"₩2,300","₩13,500",Steam
Worms World Party Remastered,https://www.greenmangaming.com/games/worms-world-party-remastered/,https://images.greenmangaming.com/85f14f82cab849b797344857c9f4a22f/4c050e8526b44c919a97a745eb774b22.jpg,-82%,"₩2,900","₩16,000",Steam
Ary and the Secret of Seasons,https://www.greenmangaming.com/games/ary-and-the-secret-of-seasons-pc/,https://images.greenmangaming.com/b1de5991ee7f460ebe376b8d448bda37/2edeb557f64b4dcf92e220bd2acf9018.jpg,-83%,"₩7,000","₩41,000",Steam
Rogue Stormers Deluxe: 4 Pack,https://www.greenmangaming.com/games/rogue-stormers-deluxe-4-pack-pc/,https://images.greenmangaming.com/f5519798fc3f49e7b96948a6a137fda9/7b9e8c62bda245e7a4154016eb05abf7.jpg,-80%,"₩10,200","₩50,900",Steam
Tribes of Midgard - Deluxe Edition,https://www.greenmangaming.com/games/tribes-of-midgard-deluxe-edition-pc/,https://images.greenmangaming.com/8924ebdfe62a41b3838697f76017bcf1/40feb5ecb52844099a0a7cf3fbadabad.jpg,-77%,"₩7,200","₩31,500",Steam
PLANET ALPHA,https://www.greenmangaming.com/games/planet-alpha-pc/,https://images.greenmangaming.com/9b79365308fb49bd80c0efff774a8fbe/a0932190f0754719ad3e670f1e842898.jpg,-81%,"₩2,100","₩11,300",Steam
Alien Breed 2: Assault,https://www.greenmangaming.com/games/alien-breed-2-assault/,https://images.greenmangaming.com/b6d28d6f0f0d427e8e399471c8559ae8/9cca5da3eaf44431a2471ddfc2acb0cc.jpg,-82%,"₩1,900","₩10,500",Steam
Bang Bang Racing,https://www.greenmangaming.com/games/bang-bang-racing/,https://images.greenmangaming.com/b746fda384ac4d049a1b28fcbdcb39bf/f09fcd43c2224486bb4aad53f748114b.jpg,-80%,"₩2,500","₩12,500",Steam
Devil and the Fairy,https://www.greenmangaming.com/games/devil-and-the-fairy/,https://images.greenmangaming.com/3f4f93e0b8ee4c04aa53eb90d4e1a9be/666361cdf3664d79adb6e162adf67758.jpg,-80%,"₩2,500","₩12,500",Steam
Rogue Stormers Deluxe,https://www.greenmangaming.com/games/rogue-stormers-deluxe/,https://images.greenmangaming.com/b96fde24db2f47298e031909bb58a2eb/3b3614910c8c4611b8e8ff72098f27b5.jpg,-80%,"₩7,200","₩36,000",Steam
1943 Deadly Desert,https://www.greenmangaming.com/games/1943-deadly-desert-pc/,https://images.greenmangaming.com/41ab36445ff44f9cb2055b45a4f4a0c0/eca2b903af8046439249881558ce2f54.jpg,-80%,"₩2,500","₩12,500",Steam
Panzer Panic VR,https://www.greenmangaming.com/games/panzer-panic-vr-pc/,https://images.greenmangaming.com/e15c61b838f845f6a2d93e295b214e0f/07873e4281354705a78fc7f9d22a995d.jpg,-80%,"₩2,500","₩12,500",Steam
15 Days,https://www.greenmangaming.com/games/15-days/,https://images.greenmangaming.com/c76c00d7031948d7b066e294e0e415ba/f0517866462144e496cb396ef24a133a.jpg,-80%,"₩2,500","₩12,500",Steam
Stunt Kite Party,https://www.greenmangaming.com/games/stunt-kite-party-pc/,https://images.greenmangaming.com/0d930d380ea44849a73a31e6e410ac54/ea2386fe300a4b6c910a9c3b7780d88c.jpg,-80%,"₩2,500","₩12,500",Steam
Devils & Demons,https://www.greenmangaming.com/games/devils-demons/,https://images.greenmangaming.com/db9351b1f4c2413aa840a0bf56b06d24/5a483f80ca1546cfb24683ce56139499.jpg,-80%,"₩2,500","₩12,500",Steam
Little Dragons Café,https://www.greenmangaming.com/games/little-dragons-cafe-pc/,https://images.greenmangaming.com/c87b01b5026c4beaa8ba9284e0fec0ba/59651254cb054db4ab9bd84aa763d65b.jpg,-83%,"₩10,400","₩61,000",Steam
A Fisherman's Tale,https://www.greenmangaming.com/games/a-fishermans-tale-pc/,https://images.greenmangaming.com/0a8b6bf8e984479084c9682adf6a907a/237b523cb7b54ee2a38b414de106197a.jpg,-80%,"₩3,700","₩18,500",Steam
F1® Manager 2024 Deluxe Edition,https://www.greenmangaming.com/games/f1-manager-2024-deluxe-edition-pc/,https://images.greenmangaming.com/c82d477bc4fa4db7a55bbf72076d4bc2/2c880e1b90ba4f779ab5b0bdd77732e7.jpg,-74%,"₩12,000","₩47,000",Steam
El Hijo - A Wild West Tale,https://www.greenmangaming.com/games/el-hijo-a-wild-west-tale-pc/,https://images.greenmangaming.com/0c3e55c413264b129b1006fc4f928949/eef43b084d8c4daa86a8f70b2f92339c.jpg,-80%,"₩4,100","₩20,500",Steam
Rad Rodger Radical Edition,https://www.greenmangaming.com/games/rad-rodgers-world-one-2/,https://images.greenmangaming.com/5938ea7fe5da4174bf49c4a81e39691f/69b5d983618b442da758df9915540576.jpg,-80%,"₩4,100","₩20,500",Steam
God of Rock,https://www.greenmangaming.com/games/god-of-rock-pc/,https://images.greenmangaming.com/399360a670844ce99f6c61a87f12119b/186f801fd6074c25bbb790a94e1c0910.jpg,-83%,"₩5,500","₩32,000",Steam
Record of Agarest War Mariage - Deluxe Pack,https://www.greenmangaming.com/games/record-of-agarest-war-mariage-deluxe-pack/,https://images.greenmangaming.com/3f79c7d37dce43e381d8490b9f74c4d3/6bf31c2648e449a0a5b6bd2fb1039810.jpg,-80%,"₩2,100","₩10,500",Steam
Planet Zoo Deluxe Edition,https://www.greenmangaming.com/games/planet-zoo-deluxe-edition-pc/,https://images.greenmangaming.com/b8cfca0e58a44e61b43e53c5c37141dd/53443ffae0e647ac908a5facd4a14812.jpg,-74%,"₩14,300","₩56,000",Steam
The Smurfs - Mission Vileaf,https://www.greenmangaming.com/games/the-smurfs-mission-vileaf-pc/,https://images.greenmangaming.com/8fc907c0b12e4ec4938a3fd947994947/6dbb61a5c4c24ec19a409d49f8deda83.jpg,-80%,"₩4,100","₩20,400",Steam
Overruled,https://www.greenmangaming.com/games/overruled/,https://images.greenmangaming.com/9b864175938c44478e281b60ccc7729d/a2561b8218fd41f2817086ff30a5e63a.jpg,-81%,"₩2,600","₩14,000",Steam
Extinction,https://www.greenmangaming.com/games/extinction-pc/,https://images.greenmangaming.com/fb616af11c5e460c9e341cb9d9cb0639/5e3731ef40c8428689a27032e6c3f0c2.jpg,-83%,"₩5,300","₩31,000",Steam
Railroad Pioneer,https://www.greenmangaming.com/games/railroad-pioneer/,https://images.greenmangaming.com/a58ab1b061c0486088f14d43e621f4a1/342f115913b54ac4abdf2d2a40876433.jpg,-80%,"₩1,000","₩5,000",Steam
Giana Sisters: Twisted Dreams – Rise of the Owlverlord,https://www.greenmangaming.com/games/giana-sisters-twisted-dreams-rise-of-the-owlverlord/,https://images.greenmangaming.com/f76ab92beab341cda4e1a0d01ac076c8/c8b667ba5e1046d0961a5a9893928f17.jpg,-80%,"₩1,000","₩5,000",Steam
Aces of the Luftwaffe,https://www.greenmangaming.com/games/aces-of-the-luftwaffe/,https://images.greenmangaming.com/faa2d44f6a3f426a9272b94db8f7eb55/76783f001a0644ab81f1bd975811d493.jpg,-80%,"₩1,000","₩5,000",Steam
Spitlings,https://www.greenmangaming.com/games/spitlings-pc/,https://images.greenmangaming.com/d90242bce19543d786b6a5385cc9f40f/e6f44011d1bd4542993db2851712771e.jpg,-80%,"₩3,000","₩15,000",Steam
Giana Sisters: Twisted Dreams,https://www.greenmangaming.com/games/giana-sisters-twisted-dreams/,https://images.greenmangaming.com/d5ee3b2335044e29b9606bd2d0e6b39c/0c0c3cd17ae047e1a5f2cf0c04ca6890.jpg,-80%,"₩3,000","₩15,000",Steam
Overclocked: A History of Violence,https://www.greenmangaming.com/games/overclocked-a-history-of-violence/,https://images.greenmangaming.com/9ab8efb55012411a8f504e7d0561b170/6a53beaf3a5541529fad75d78f6a8a3c.jpg,-80%,"₩3,000","₩15,000",Steam
Lock's Quest,https://www.greenmangaming.com/games/locks-quest/,https://images.greenmangaming.com/dd17e71febb141c7955561d50bf5ae7a/c954732bd70747efbc1b80f3c04c0b68.jpg,-80%,"₩3,000","₩15,000",Steam
Citadels,https://www.greenmangaming.com/games/citadels/,https://images.greenmangaming.com/72f651c12ab04e4587a66daa43fe79a6/9a436a6ca2da41e39056c102b2a5650d.jpg,-80%,"₩3,000","₩15,000",Steam
WRATH: Aeon of Ruin,https://www.greenmangaming.com/games/wrath-aeon-of-ruin-pc/,https://images.greenmangaming.com/a787fa79504c4ceeaa21f57b56041a04/3b11ac20e64f4d90b2f6b11ef36a92b6.jpg,-80%,"₩5,400","₩27,000",Steam
Alien Breed 3: Descent,https://www.greenmangaming.com/games/alien-breed-3-descent/,https://images.greenmangaming.com/3cb118b4c9bc4b8b8e4c69df76b8bca3/9a2a2381d7664139add0b51bc7909f87.jpg,-82%,"₩1,900","₩10,500",Steam
Curved Space,https://www.greenmangaming.com/games/curved-space-pc/,https://images.greenmangaming.com/4f314f38e90644babec62cd588dcb6c6/a71c4d312663423c987da4d21088c864.jpg,-83%,"₩3,500","₩20,500",Steam
Worms,https://www.greenmangaming.com/games/worms/,https://images.greenmangaming.com/93d4c54b25a0451286fd34c8f7fa76ea/c06aa51e608746f38b6dad2893a594e2.jpg,-81%,"₩1,600","₩8,500",Steam
Fallen Enchantress: Legendary Heroes,https://www.greenmangaming.com/games/fallen-enchantress-legendary-heroes/,https://images.greenmangaming.com/52e86580968449289fb203182efc31ff/b1923c36825c495daa64d7553c570f0b.jpg,-83%,"₩4,600","₩27,000",Steam
Syberia,https://www.greenmangaming.com/games/syberia-pc/,https://images.greenmangaming.com/399956fe903244c0bc3b1c11f4a3dea4/eacf05f313894afca60c5b2b8e4f2a6b.jpg,-80%,"₩2,800","₩14,000",Steam
Worms Pinball,https://www.greenmangaming.com/games/worms-pinball/,https://images.greenmangaming.com/4a3fcddd7e5748f1a389a2bcbca97fbd/61badaf21a8c4e24b85685eb45ad411d.jpg,-81%,"₩1,600","₩8,500",Steam
Alien Breed: Impact,https://www.greenmangaming.com/games/alien-breed-impact/,https://images.greenmangaming.com/5ad3dd90a689463c9dea0effbadcf18e/0c9fcd9450c84868ab2e026776772e6e.jpg,-82%,"₩1,900","₩10,500",Steam
Worms Blast,https://www.greenmangaming.com/games/worms-blast/,https://images.greenmangaming.com/f46c3adfd6ae44379b7a118f4114a313/23667dcf092c491f84ab7b21988d5411.jpg,-81%,"₩1,600","₩8,500",Steam
Syberia 3,https://www.greenmangaming.com/games/syberia-3-pc/,https://images.greenmangaming.com/c9a989e8e3b94a18b12c3997871436e6/075c50d3ad4f4481b0618eb83f85bea0.jpg,-80%,"₩3,100","₩15,300",Steam
Flashpoint Campaigns: Red Storm Player's Edition,https://www.greenmangaming.com/games/flashpoint-campaigns-red-storm-players-edition-pc/,https://images.greenmangaming.com/cecb53de168540a19b136b0e1f80dc93/37a86ebac56541f6871575d0034aa65d.jpg,-80%,"₩10,600","₩53,000",Steam
Euro Fishing,https://www.greenmangaming.com/games/euro-fishing/,https://images.greenmangaming.com/ff28d2a80c464ccaa72bc97ff4745509/2f126d63e66442d4a391a614afec060a.jpg,-80%,"₩4,200","₩21,000",Steam
Asterix & Obelix XXL: Romastered,https://www.greenmangaming.com/games/asterix-obelix-xxl-romastered-pc/,https://images.greenmangaming.com/ce3328f5728347a7b9c37ffe4e3db94f/48c920bcc23d499eb056935e8f7676fd.jpg,-80%,"₩4,100","₩20,400",Steam
Moero Chronicle - Deluxe Pack,https://www.greenmangaming.com/games/moero-chronicle-deluxe-pack/,https://images.greenmangaming.com/5f309d7e3f4d43a89965f03266141e2a/a4cee9ac0bc44f598ab5119c25448b58.jpg,-79%,"₩1,400","₩6,700",Steam
Agatha Christie - Hercule Poirot: The London Case,https://www.greenmangaming.com/games/agatha-christie-hercule-poirot-the-london-case-pc/,https://images.greenmangaming.com/b763d942c4754119b4d1a56fa919c3fc/8e32a23260a24a87a73fa62cc6bf6240.jpg,-80%,"₩6,200","₩30,700",Steam
Fairy Fencer F ADF Deluxe Pack,https://www.greenmangaming.com/games/fairy-fencer-f-adf-deluxe-pack/,https://images.greenmangaming.com/abde7034efc54216a8911778c3e239e0/040acf7d831f4ce39300dcd431c6b9c2.jpg,-79%,"₩1,400","₩6,700",Steam
Euro Fishing: Season Pass,https://www.greenmangaming.com/games/euro-fishing-season-pass-pc/,https://images.greenmangaming.com/42afdffc008843da92d18bef8c140b16/07a01699884d45e2bba3a4f11c56f461.jpg,-80%,"₩7,600","₩38,000",Steam
Men of War: Assault Squad 2,https://www.greenmangaming.com/games/men-of-war-assault-squad-2/,https://images.greenmangaming.com/65f8716d1fa549739560912522e538ef/0a95a77b6c8d4eec949f2d793758ad92.jpg,-80%,"₩6,400","₩32,000",Steam
Bus Simulator 16,https://www.greenmangaming.com/games/bus-simulator-16/,https://images.greenmangaming.com/e839bf34686949a99efcb77923a095c5/d7a429d3559f4531b208cea41ad0048e.jpg,-80%,"₩2,200","₩11,000",Steam
Skyworld,https://www.greenmangaming.com/games/skyworld-pc/,https://images.greenmangaming.com/1ee165f2b27a418bbada7677b662fd26/67a6b63af32244c78d633a94e8ca6b90.jpg,-80%,"₩3,400","₩16,800",Steam
Train Valley 2,https://www.greenmangaming.com/games/train-valley-2-pc/,https://images.greenmangaming.com/ddbe853b343a4b7a901685cb394fe611/edd7ad4a060445b4b5174e6a8f756ddf.jpg,-80%,"₩3,100","₩15,500",Steam
Fishing Sim World®: Pro Tour & The Catch: Carp & Coarse,https://www.greenmangaming.com/games/fishing-sim-world-pro-tour-the-catch-carp-coarse-pc/,https://images.greenmangaming.com/e7b437cc54434ee2a0870ea9ba2e28c7/a4f09aacad3540148ef647349c789103.jpg,-80%,"₩7,200","₩36,000",Steam
Dark Matter,https://www.greenmangaming.com/games/dark-matter-pc/,https://images.greenmangaming.com/64811a6666a04316902a4dafbbda391c/90369363cf584cdea7082655fce701ca.jpg,-79%,"₩1,200","₩5,600",Steam
Nikopol : Secrets of the Immortals,https://www.greenmangaming.com/games/nikopol-secrets-of-the-immortals/,https://images.greenmangaming.com/bb30cfa9b2d74ea5b581cf2540f618e7/f57a9e8f534144b880a9320775e13746.jpg,-79%,"₩1,200","₩5,600",Steam
Terrain of Magical Expertise,https://www.greenmangaming.com/games/terrain-of-magical-expertise-pc/,https://images.greenmangaming.com/868ff244ff8b4d3fa841e2c87d1bb323/be2bf7879d93489bacf334cb0c3cbbde.jpg,-80%,"₩4,300","₩21,500",Steam
Biped + Time Loader Bundle,https://www.greenmangaming.com/games/biped-time-loader-bundle-pc/,https://images.greenmangaming.com/98e65825ef4b4b7689c228c4bbb603eb/b850f8cb148e49a3873773fc340e4331.jpg,-80%,"₩6,000","₩30,000",Steam
Men of War: Collector's Pack,https://www.greenmangaming.com/games/men-of-war-collectors-pack/,https://images.greenmangaming.com/986a566101cd438ead57c3e02ea9a61f/ea08d694f2e44aa6bab9f3500068a052.jpg,-80%,"₩7,500","₩37,500",Steam
Heliborne - Enhanced Edition,https://www.greenmangaming.com/games/heliborne-deluxe-edition-pc/,https://images.greenmangaming.com/13dfb9e401814ecfb5d407fa5c0c78b4/f69d225df820466bbb8f16d7d14c86a4.jpg,-80%,"₩6,200","₩31,000",Steam
Relaxing VR Games: Mahjong,https://www.greenmangaming.com/games/relaxing-vr-games-mahjong-pc/,https://images.greenmangaming.com/b3eea5ffffa24d0b935cac2b65cf5dc3/64e3b02ea46e453bb3f0eae91f9e1beb.jpg,-79%,₩700,"₩3,300",Steam
MARSUPILAMI - HOOBADVENTURE,https://www.greenmangaming.com/games/marsupilami-hoobadventure-pc/,https://images.greenmangaming.com/33bcfef55f53438f82a9d9400e7c60c1/4759a616f27d421e894e0859ccabaf51.jpg,-80%,"₩4,100","₩20,400",Steam
"Warhammer 40,000: Chaos Gate - Daemonhunters",https://www.greenmangaming.com/games/warhammer-40000-chaos-gate-daemonhunters-pc/,https://images.greenmangaming.com/61514baf22c44983acc66a687ebfc626/1331afa64aa14eb1b32f1651d2615259.jpg,-79%,"₩9,800","₩46,000",Steam
Prince of Persia: The Two Thrones,https://www.greenmangaming.com/games/prince-of-persia-the-two-thrones/,https://images.greenmangaming.com/0a866aca3b924f9899a0a0e12a4ccea3/e55540f2cb2a483ab53c0b29e8db3613.jpg,-82%,"₩2,000","₩11,000",Uplay
Zombie Kill of the Week - Reborn,https://www.greenmangaming.com/games/zombie-kill-of-the-week-reborn/,https://images.greenmangaming.com/dcd3769846c44cbabe0493591b60a4d2/62e8b93184f64767945d96567f487f27.jpg,-80%,"₩1,500","₩7,500",Steam
Kingdom: New Lands Royal Edition,https://www.greenmangaming.com/games/kingdom-new-lands-royal-edition-pc/,https://images.greenmangaming.com/d4c5c854e9734d84a32a7ae18adad1b0/93cf8cbc19a9478097c44db920f08c2f.jpg,-82%,"₩3,600","₩19,500",Steam
MORDHAU,https://www.greenmangaming.com/games/mordhau-pc/,https://images.greenmangaming.com/dfceec9799a84eed91657639eb31cb1b/cdd833810d0145c49262dd56b5a44eeb.jpg,-77%,"₩7,400","₩32,000",Steam
Dread Templar,https://www.greenmangaming.com/games/dread-templar-pc/,https://images.greenmangaming.com/5a0da0feb8a548b6a2a3f5952ee101a0/1befcf1105c64b39bcf4e68d6f106335.jpg,-80%,"₩4,300","₩21,500",Steam
The Red Lantern,https://www.greenmangaming.com/games/the-red-lantern-pc/,https://images.greenmangaming.com/2cdbb6d1d6344995a3d6633ced78cfc9/f279cc154b1b4de7a1eb3e7a8820cbf1.jpg,-80%,"₩5,200","₩26,000",Steam
Syberia II,https://www.greenmangaming.com/games/syberia-ii-pc/,https://images.greenmangaming.com/b00726e44944417eaf8c76c8a76c6bdb/e0e71732ffe141929adefef169227bf4.jpg,-80%,"₩2,800","₩14,000",Steam
Chariot,https://www.greenmangaming.com/games/chariot-pc/,https://images.greenmangaming.com/573869bfe4ed4836af87190e156cdff7/1956f017886340cabf4d8dc7b7a0198d.jpg,-80%,"₩3,200","₩16,000",Steam
Asterix & Obelix XXXL: The Ram From Hibernia,https://www.greenmangaming.com/games/asterix-and-obelix-xxxl-the-ram-from-hibernia-pc/,https://images.greenmangaming.com/c752e79fb23844689556cc3a3c9cadca/7ec83b61c0954c26bb6782601e24160d.jpg,-80%,"₩8,200","₩41,000",Steam
Moto Racer Collection,https://www.greenmangaming.com/games/moto-racer-collection-pc/,https://images.greenmangaming.com/2c059ea529ca45ed895808a0412cfb5b/7562eb9740e0426faf0266ed0e69c198.jpg,-80%,"₩2,100","₩10,500",Steam
Robin Hood: The Legend of Sherwood,https://www.greenmangaming.com/games/robin-hood-the-legend-of-sherwood-pc/,https://images.greenmangaming.com/6b2ec40c47144785bad0542aa058fef3/e8d64e21ccc6420ca45f1c0cddc776dd.jpg,-80%,"₩1,700","₩8,500",Steam
Scrap Riders,https://www.greenmangaming.com/games/scrap-riders-pc/,https://images.greenmangaming.com/69f59b07d35d44ddb3911f2c35ab970a/9dd3fe7a9bc1486a85af9cbb304beaf1.jpg,-80%,"₩4,400","₩22,000",Steam
Super Magbot,https://www.greenmangaming.com/games/super-magbot-pc/,https://images.greenmangaming.com/02bc34759bfd490fbb5864511d52cc22/b9e78a4f52254e4a854e830000c2b887.jpg,-82%,"₩3,400","₩18,500",Steam
Doug Flutie's Maximum Football 2020,https://www.greenmangaming.com/games/doug-fluties-maximum-football-2020-pc/,https://images.greenmangaming.com/377c110e55094f6c8c6325831b9d69c6/2464a2d34109480a87fccae1864f1e31.jpg,-83%,"₩5,300","₩31,000",Steam
KILL la KILL -IF,https://www.greenmangaming.com/games/kill-la-kill-if-pc/,https://images.greenmangaming.com/f62ac6bb590345f9acb252404652c975/0967fa8da783428687ee1d9d80ba2825.jpg,-75%,"₩5,000","₩20,000",Steam
Dungeons 3,https://www.greenmangaming.com/games/dungeons-3-pc/,https://images.greenmangaming.com/5f019e99c28f4f1681210a6d477fd10c/02ffdf1bf7584eabad8fcff06b495d69.jpg,-80%,"₩7,100","₩35,400",Steam
BIOMUTANT,https://www.greenmangaming.com/games/biomutant-pc/,https://images.greenmangaming.com/0c73b572e5d24d8b983c2147dc80d358/21730654824f47f6892f256f5e5b1d61.jpg,-75%,"₩10,300","₩41,000",Steam
Whispering Willows,https://www.greenmangaming.com/games/whispering-willows/,https://images.greenmangaming.com/0da1a837ddaf46998fdfa79818bf0aae/61e81f3b108f4a968ac4eb8308a80829.jpg,-82%,"₩1,900","₩10,500",Steam
Lovecraft's Untold Stories,https://www.greenmangaming.com/games/lovecrafts-untold-stories-pc/,https://images.greenmangaming.com/2a455fd0e01849ecb4441c08b2246040/476789ab140c472a8ce7cd5402b07dba.jpg,-80%,"₩3,300","₩16,500",Steam
Mugsters,https://www.greenmangaming.com/games/mugsters-pc/,https://images.greenmangaming.com/dfe7191d9b0f4195b40a3347a338d61f/85c402ff01d042a6bc634b607457b0d0.jpg,-81%,"₩1,100","₩5,700",Steam
Remnant: From the Ashes,https://www.greenmangaming.com/games/remnant-from-the-ashes-pc/,https://images.greenmangaming.com/9b14d4886d124764843cc302d052c534/7a5ec2873c7e420e90131b924c0fe2a8.jpg,-79%,"₩8,800","₩41,000",Steam
Dawn of Magic II,https://www.greenmangaming.com/games/dawn-of-magic-2/,https://images.greenmangaming.com/b14ff3caeddc4f12ad7754a6e9644ca5/64bd402415f742b681e8d484eec9b7f2.jpg,-79%,₩700,"₩3,400",Steam
SpongeBob Squarepants: Battle for Bikini Bottom - Rehydrated,https://www.greenmangaming.com/games/spongebob-squarepants-battle-for-bikini-bottom-rehydrated-pc/,https://images.greenmangaming.com/eee1acb42b4947a2912c285a55ff35d3/88e9caed8b254803bbed16eeb86a7c12.jpg,-75%,"₩7,900","₩31,400",Steam
Grand Mountain Adventure: Wonderlands,https://www.greenmangaming.com/games/grand-mountain-adventure-wonderlands-pc/,https://images.greenmangaming.com/d609df7089404ed8a15d1e3c804da19b/8a95e92338924f0998b6587148688a45.jpg,-80%,"₩4,100","₩20,500",Steam
New Joe & Mac - Caveman Ninja,https://www.greenmangaming.com/games/new-joe-mac-caveman-ninja-pc/,https://images.greenmangaming.com/82486017fa7242b7841f21ba4bb62396/b6d44d162353444589d35cc1ee97bba3.jpg,-80%,"₩5,400","₩27,000",Steam
A.I.M.2 Clan Wars,https://www.greenmangaming.com/games/aim2-clan-wars/,https://images.greenmangaming.com/31fa93dca5d848d79565a9d1517926c6/4a88245535924eb494c6c570dedf76fb.jpg,-79%,₩700,"₩3,400",Steam
Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combate,https://www.greenmangaming.com/games/is-it-wrong-to-try-to-pick-up-girls-in-a-dungeon-infinite-combate-pc/,https://images.greenmangaming.com/6ee25afd437f48799b544608c5c372f9/db4c09a18bab48b9a54e73eb81e71f3d.jpg,-79%,"₩9,000","₩42,000",Steam
Scrapnaut,https://www.greenmangaming.com/games/scrapnaut-pc/,https://images.greenmangaming.com/eaf2b0e396c44e0b9b794d553ad3b5a0/7154cdc6a3dd48c2948c764f838bc28a.jpg,-80%,"₩2,900","₩14,500",Steam
Planet Alcatraz,https://www.greenmangaming.com/games/planet-alcatraz/,https://images.greenmangaming.com/9a269e312f9947c0bf72a2c08860b043/96c13a6ebfb948a2aa90f0c9d521b1c6.jpg,-80%,₩900,"₩4,500",Steam
The Tomorrow War,https://www.greenmangaming.com/games/the-tomorrow-war/,https://images.greenmangaming.com/68c9c358563647cf9123e43a802fa511/b4a3a7027a1d4c62a7398cfaed69db5b.jpg,-79%,₩700,"₩3,400",Steam
Rollerdrome,https://www.greenmangaming.com/games/rollerdrome-pc/,https://images.greenmangaming.com/2f05e66b5809430f887ec62f1439c42c/408533cc3ac74c7fb739aabea25c6d4e.jpg,-77%,"₩7,900","₩34,800",Steam
Gord Deluxe Edition,https://www.greenmangaming.com/games/gord-deluxe-edition-pc/,https://images.greenmangaming.com/24829d7ad4c049faba34047b9f12184a/de365c9be4084eb9ae6814bb4ce3a5ec.jpg,-82%,"₩8,100","₩45,000",Steam
Airline Tycoon 2,https://www.greenmangaming.com/games/airline-tycoon-2/,https://images.greenmangaming.com/18de2f1a8010488fa48d8e28413e1f81/a68cf0280f814dbf8d9e94a352d9bd2a.jpg,-80%,"₩2,400","₩11,800",Steam
Rig N Roll,https://www.greenmangaming.com/games/rig-n-roll/,https://images.greenmangaming.com/0f8a23373243402aa7ce0e3ceac791bf/1ca86b784e854d4b8c904b13dcc7baf0.jpg,-79%,"₩1,200","₩5,600",Steam
Headbangers: Rhythm Royale - Deluxe Edition,https://www.greenmangaming.com/games/headbangers-rhythm-royale-deluxe-edition-pc/,https://images.greenmangaming.com/bf7d6334c9de44c6bf635977fe6b4b0f/955380315c9a4401a5a4a18ee6beb870.jpg,-82%,"₩6,000","₩33,000",Steam
Black Mirror Bundle,https://www.greenmangaming.com/games/black-mirror-bundle/,https://images.greenmangaming.com/6c0694facff24f6c962c52a37471608f/7c0618baad10419a966d00f7b022d479.jpg,-75%,"₩6,300","₩25,000",Steam
The Ascent,https://www.greenmangaming.com/games/the-ascent-pc/,https://images.greenmangaming.com/3ee4ea8f4ee74d2ab9dd1b5dfc22486b/4373a23ce0ee4bcfa4d8f1a92219be2d.jpg,-79%,"₩7,500","₩35,000",Steam
